num, diff, time, interval, avg, miner,malicious
88,27158379,1498832569,11,13.9,0x63ac91ab26d9baa9aac9ee27ca86887e79b15af9,0
89,27171639,1498832580,11,13,0xc3d504f01d0cb68f96f9ad993514a78232a60a53,0
90,27184906,1498832583,3,12.3,0xac7288a94329daf666597d00cce8ab5e033663a2,0
91,27171633,1498832632,49,16.7,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
92,27158366,1498832649,17,16.4,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
93,27171626,1498832655,6,15.2,0xa35ba80a37249d64136538cd7fc5b05f81910576,0
94,27184893,1498832663,8,13.7,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
95,27198166,1498832669,6,13.8,0x1fd1a3174e8d235c65e4ad2c4352bfced880f953,0
96,27211446,1498832672,3,12.4,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
97,27198160,1498832712,40,15.4,0x7506d3473a733b782e5f0825eca8172c895f61d0,0
98,27211440,1498832722,10,15.3,0xe450f26d41ff0e2fa3aa88196536b05a74fbc6fd,0
99,27198154,1498832771,49,19.1,0xeda5a83750f70077027e4a8b067473f156a6e3d9,0
100,27211434,1498832779,8,19.6,0xa35ba80a37249d64136538cd7fc5b05f81910576,0
101,27224720,1498832782,3,15,0xeed079e4a91977f852d2088ffc6d1df9bdcd6a6c,0
102,27238013,1498832792,10,14.3,0x4ce700a6db45e9d71c1ec34a06b502ab4b5a1132,0
103,27224714,1498832809,17,15.4,0x09bf9a7d6999ee2a034685a4ef767253685491ab,0
104,27211421,1498832838,29,17.5,0x1fd1a3174e8d235c65e4ad2c4352bfced880f953,0
105,27198135,1498832861,23,19.2,0x5fcbab75a11885bb35119d9bf4bd737b876773f8,0
106,27211415,1498832867,6,19.5,0x09bf9a7d6999ee2a034685a4ef767253685491ab,0
107,27224701,1498832874,7,16.2,0xac7288a94329daf666597d00cce8ab5e033663a2,0
108,27237994,1498832881,7,15.9,0xc3d504f01d0cb68f96f9ad993514a78232a60a53,0
109,27251293,1498832886,5,11.5,0x2fb1c8847bebb0163832bbab34898a03d2f8f5c6,0
110,27264599,1498832897,11,11.8,0xeda5a83750f70077027e4a8b067473f156a6e3d9,0
111,27277911,1498832899,2,11.7,0x7f58ea96fe161a5c4a458c37ae9bc7e931fead87,0
112,27291230,1498832905,6,11.3,0x79383bc28a37043b42b00a44537de911517b301c,0
113,27277905,1498832926,21,11.7,0xa1002ebe85b2f051be11f423b0223533c423bae5,0
114,27291224,1498832935,9,9.7,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
115,27277899,1498832953,18,9.2,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
116,27291218,1498832956,3,8.9,0xf3418d961aacbc052a20da73f78bf8b4dc0c7cca,0
117,27304543,1498832965,9,9.1,0xde144fe110689c8108e4724dc7d14e48d5dfce2b,0
118,27317875,1498832969,4,8.8,0xc166be8c815334f1031376ff4b921a6b37123df3,0
119,27331213,1498832981,12,9.5,0xac7288a94329daf666597d00cce8ab5e033663a2,0
120,27317868,1498833005,24,10.8,0xb2d437af9d6426828ce2bb99b3f26a625896cc89,0
121,27331206,1498833014,9,11.5,0x63ac91ab26d9baa9aac9ee27ca86887e79b15af9,0
122,27344551,1498833020,6,11.5,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
123,27357902,1498833030,10,10.4,0xb2d437af9d6426828ce2bb99b3f26a625896cc89,0
124,27371260,1498833036,6,10.1,0xf39beed37a6ba883c9c6d07f8eee9c99c631362d,0
125,27384624,1498833042,6,8.9,0x59c5763acc70558a4905b701a52425f5fc89af78,0
126,27397995,1498833044,2,8.8,0xc1365f4aca412396724eeeb26d850682889dd89e,0
127,27411372,1498833045,1,8,0x59c5763acc70558a4905b701a52425f5fc89af78,0
128,27424756,1498833052,7,8.3,0xeda5a83750f70077027e4a8b067473f156a6e3d9,0
129,27411366,1498833080,28,9.9,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,0
130,27424750,1498833081,1,7.6,0xdf1c357f8281805d5d0f92c431a32d70cf5f047f,0
131,27411360,1498833100,19,8.6,0xeda5a83750f70077027e4a8b067473f156a6e3d9,0
132,27397976,1498833129,29,10.9,0x91ea2596b497773de510f91bbd8d05181060e83a,0
133,27411353,1498833132,3,10.2,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,0
134,27397969,1498833148,16,11.2,0xc1365f4aca412396724eeeb26d850682889dd89e,0
135,27411346,1498833155,7,11.3,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
136,27424730,1498833156,1,11.2,0x39937a5b68a6b285d27401b27d647fde002ca589,0
137,27438120,1498833161,5,11.6,0xf3418d961aacbc052a20da73f78bf8b4dc0c7cca,0
138,27451517,1498833164,3,11.2,0x63ac91ab26d9baa9aac9ee27ca86887e79b15af9,0
139,27438113,1498833178,14,9.8,0xf39beed37a6ba883c9c6d07f8eee9c99c631362d,0
140,27451510,1498833182,4,10.1,0x39937a5b68a6b285d27401b27d647fde002ca589,0
141,27438106,1498833200,18,10,0xb15d4bd58240d16d85e77026cfd8065855d961f9,0
142,27424709,1498833241,41,11.2,0xe450f26d41ff0e2fa3aa88196536b05a74fbc6fd,0
143,27411319,1498833254,13,12.2,0x6b34c114c719793ae0fbb7495cd9305852ad7898,0
144,27397935,1498833267,13,11.9,0x2d636f0919b96a084322521348fe86c8cbb8e48d,0
145,27411312,1498833273,6,11.8,0xffa66435b0aca3cbd26c4f56c19b1f0c86e2527a,0
146,27424696,1498833280,7,12.4,0xf39beed37a6ba883c9c6d07f8eee9c99c631362d,0
147,27411306,1498833295,15,13.4,0xb2d437af9d6426828ce2bb99b3f26a625896cc89,0
148,27397922,1498833318,23,15.4,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
149,27411299,1498833325,7,14.7,0x79383bc28a37043b42b00a44537de911517b301c,0
150,27397915,1498833340,15,15.8,0xc166be8c815334f1031376ff4b921a6b37123df3,0
151,27411292,1498833347,7,14.7,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
152,27424676,1498833349,2,10.8,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
153,27411286,1498833378,29,12.4,0xc1365f4aca412396724eeeb26d850682889dd89e,0
154,27424670,1498833384,6,11.7,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,0
155,27411280,1498833400,16,12.7,0xc1365f4aca412396724eeeb26d850682889dd89e,0
156,27424664,1498833408,8,12.8,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
157,27438054,1498833415,7,12,0xa1002ebe85b2f051be11f423b0223533c423bae5,0
158,27451451,1498833417,2,9.9,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
159,27464855,1498833420,3,9.5,0xf3418d961aacbc052a20da73f78bf8b4dc0c7cca,0
160,27451445,1498833438,18,9.8,0xf39beed37a6ba883c9c6d07f8eee9c99c631362d,0
161,27464849,1498833450,12,10.3,0xc3d504f01d0cb68f96f9ad993514a78232a60a53,0
162,27451439,1498833476,26,12.7,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
163,27464843,1498833480,4,10.2,0x2fb1c8847bebb0163832bbab34898a03d2f8f5c6,0
164,27478253,1498833487,7,10.3,0x79383bc28a37043b42b00a44537de911517b301c,0
165,27464836,1498833507,20,10.7,0xc3d504f01d0cb68f96f9ad993514a78232a60a53,0
166,27478246,1498833510,3,10.2,0x4ce700a6db45e9d71c1ec34a06b502ab4b5a1132,0
167,27491663,1498833516,6,10.1,0x59c5763acc70558a4905b701a52425f5fc89af78,0
168,27505086,1498833521,5,10.4,0x91ea2596b497773de510f91bbd8d05181060e83a,0
169,27491656,1498833534,13,11.4,0xffa66435b0aca3cbd26c4f56c19b1f0c86e2527a,0
170,27478233,1498833552,18,11.4,0x7f58ea96fe161a5c4a458c37ae9bc7e931fead87,0
171,27491650,1498833555,3,10.5,0x59c5763acc70558a4905b701a52425f5fc89af78,0
172,27505073,1498833562,7,8.6,0x39937a5b68a6b285d27401b27d647fde002ca589,0
173,27491643,1498833601,39,12.1,0x59c5763acc70558a4905b701a52425f5fc89af78,0
174,27478220,1498833620,19,13.3,0x6b34c114c719793ae0fbb7495cd9305852ad7898,0
175,27491637,1498833624,4,11.7,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
176,27505060,1498833631,7,12.1,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
177,27518490,1498833636,5,12,0x2d636f0919b96a084322521348fe86c8cbb8e48d,0
178,27531926,1498833639,3,11.8,0xe450f26d41ff0e2fa3aa88196536b05a74fbc6fd,0
179,27518483,1498833678,39,14.4,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
180,27505047,1498833707,29,15.5,0xf39beed37a6ba883c9c6d07f8eee9c99c631362d,0
181,27491617,1498833721,14,16.6,0x13b82ad5aaaa5fb76b3d5cc8038f051e516b3868,0
182,27478194,1498833735,14,17.3,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
183,27491611,1498833737,2,13.6,0x91ea2596b497773de510f91bbd8d05181060e83a,0
184,27505034,1498833740,3,12,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
185,27518464,1498833745,5,12.1,0x09bf9a7d6999ee2a034685a4ef767253685491ab,0
186,27531900,1498833748,3,11.7,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
187,27518457,1498833764,16,12.8,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
188,27505021,1498833834,70,19.5,0x2d636f0919b96a084322521348fe86c8cbb8e48d,0
189,27491591,1498833849,15,17.1,0xc166be8c815334f1031376ff4b921a6b37123df3,0
190,27478168,1498833868,19,16.1,0xdf1c357f8281805d5d0f92c431a32d70cf5f047f,0
191,27491585,1498833879,11,15.8,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
192,27505008,1498833883,4,14.8,0x59c5763acc70558a4905b701a52425f5fc89af78,0
193,27491578,1498833926,43,18.9,0xdf1c357f8281805d5d0f92c431a32d70cf5f047f,0
194,27478155,1498833943,17,20.3,0xdf1c357f8281805d5d0f92c431a32d70cf5f047f,0
195,27491572,1498833952,9,20.7,0x5fcbab75a11885bb35119d9bf4bd737b876773f8,0
196,27478149,1498833967,15,21.9,0xc1365f4aca412396724eeeb26d850682889dd89e,0
197,27464732,1498833988,21,22.4,0x4ce700a6db45e9d71c1ec34a06b502ab4b5a1132,0
198,27451322,1498834035,47,20.1,0x2fb1c8847bebb0163832bbab34898a03d2f8f5c6,0
199,27464725,1498834047,12,19.8,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
200,27478135,1498834049,2,18.1,0x5fcbab75a11885bb35119d9bf4bd737b876773f8,0
201,27491552,1498834058,9,17.9,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
202,27504975,1498834066,8,18.3,0x79383bc28a37043b42b00a44537de911517b301c,0
203,27518405,1498834071,5,14.5,0x2d636f0919b96a084322521348fe86c8cbb8e48d,0
204,27531841,1498834077,6,13.4,0xf3418d961aacbc052a20da73f78bf8b4dc0c7cca,0
205,27518398,1498834105,28,15.3,0xde144fe110689c8108e4724dc7d14e48d5dfce2b,0
206,27531834,1498834110,5,14.3,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
207,27518391,1498834154,44,16.6,0xde144fe110689c8108e4724dc7d14e48d5dfce2b,0
208,27504955,1498834173,19,13.8,0x7b4c9a78a8e25dff07ba35d3c7681ac66c460ec6,0
209,27518385,1498834182,9,13.5,0x2fb1c8847bebb0163832bbab34898a03d2f8f5c6,0
210,27531821,1498834187,5,13.8,0xb2d437af9d6426828ce2bb99b3f26a625896cc89,0
211,27518378,1498834233,46,17.5,0x7506d3473a733b782e5f0825eca8172c895f61d0,0
212,27504942,1498834246,13,18,0xeed079e4a91977f852d2088ffc6d1df9bdcd6a6c,0
213,27491512,1498834268,22,19.7,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,0
214,27478089,1498834281,13,20.4,0x7c70312a0a92babfd8041efbf8124d81cc7e07d4,0
215,27464672,1498834298,17,19.3,0xb15d4bd58240d16d85e77026cfd8065855d961f9,0
216,27451262,1498834318,20,20.8,0xc1365f4aca412396724eeeb26d850682889dd89e,0
217,27464665,1498834324,6,17,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
218,27478075,1498834334,10,16.1,0xa1002ebe85b2f051be11f423b0223533c423bae5,0
219,27491492,1498834336,2,15.4,0xa35ba80a37249d64136538cd7fc5b05f81910576,0
220,27504915,1498834340,4,15.3,0xac7288a94329daf666597d00cce8ab5e033663a2,0
221,27491485,1498834359,19,12.6,0xc166be8c815334f1031376ff4b921a6b37123df3,0
222,27478062,1498834400,41,15.4,0xd78202a383f4c0e4589c48bb872a44ed1de4c8f5,0
223,27491479,1498834403,3,13.5,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
224,27478056,1498834423,20,14.2,0x1fd1a3174e8d235c65e4ad2c4352bfced880f953,0
225,27491473,1498834432,9,13.4,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
226,27478050,1498834446,14,12.8,0xeed079e4a91977f852d2088ffc6d1df9bdcd6a6c,0
227,27464633,1498834466,20,14.2,0xac7288a94329daf666597d00cce8ab5e033663a2,0
228,27451223,1498834485,19,15.1,0x42590dc501d5147a4d222f77ff447a37698eae9e,0
229,27437820,1498834519,34,18.3,0x63ac91ab26d9baa9aac9ee27ca86887e79b15af9,0
230,27424423,1498834534,15,19.4,0x4ce700a6db45e9d71c1ec34a06b502ab4b5a1132,0
231,27437813,1498834537,3,17.8,0xde144fe110689c8108e4724dc7d14e48d5dfce2b,0
232,27424416,1498834550,13,15,0x6dd8928913f84798a78ca333c46d4c62d8545536,0
233,27411026,1498834587,37,18.4,0x9d2162a3b94b3911ce4e3ba450c209984a62b1ad,0
234,27424410,1498834592,5,16.9,0x4ce700a6db45e9d71c1ec34a06b502ab4b5a1132,0
235,27437800,1498834598,6,16.6,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
236,27451197,1498834606,8,16,0x7b4c9a78a8e25dff07ba35d3c7681ac66c460ec6,0
237,27464600,1498834613,7,14.7,0xaaf8ac0664f12b9bb916c381874bc7618e5f258d,0
238,27451190,1498834627,14,14.2,0x13b82ad5aaaa5fb76b3d5cc8038f051e516b3868,1
239,27437787,1498834651,24,13.2,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
240,27424390,1498834780,129,24.6,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
241,27411000,1498836309,1529,177.2,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
242,27397616,1498836378,69,182.8,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
243,27384239,1498836455,77,186.8,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
244,27370868,1498837031,576,243.9,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
245,27357504,1498837082,51,248.4,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
246,27344146,1498837731,649,312.5,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
247,27330795,1498837891,160,327.8,0x03d1b676e4328ea4ea150bcb41341a08c4f0ca47,1
