num, diff, time, interval, avg
331,20055110395,1438270907,1,1.5
332,20064902929,1438270908,1,1.3
333,20074700244,1438270909,1,1.3
334,20084502343,1438270911,2,1.3
335,20094309228,1438270913,2,1.3
336,20104120902,1438270915,2,1.4
337,20113937367,1438270917,2,1.4
338,20123758625,1438270921,4,1.7
339,20133584679,1438270925,4,2
340,20143415530,1438270926,1,2
341,20153251182,1438270932,6,2.5
342,20163091636,1438270933,1,2.5
343,20172936895,1438270934,1,2.5
344,20182786961,1438270939,5,2.8
345,20192641837,1438270940,1,2.7
346,20202501525,1438270941,1,2.6
347,20212366027,1438270942,1,2.5
348,20222235346,1438270943,1,2.2
349,20232109484,1438270944,1,1.9
350,20241988443,1438270947,3,2.1
351,20251872226,1438270951,4,1.9
352,20261760835,1438270953,2,2
353,20271654272,1438270954,1,2
354,20281552540,1438270955,1,1.6
355,20291455641,1438270956,1,1.6
356,20301363578,1438270958,2,1.7
357,20311276353,1438270960,2,1.8
358,20321193968,1438270961,1,1.8
359,20331116425,1438270962,1,1.8
360,20341043727,1438270963,1,1.6
361,20350975877,1438270964,1,1.3
362,20360912876,1438270965,1,1.2
363,20370854727,1438270966,1,1.2
364,20380801433,1438270969,3,1.4
365,20390752996,1438270970,1,1.4
366,20400709418,1438270971,1,1.3
367,20410670701,1438270973,2,1.3
368,20420636848,1438270974,1,1.3
369,20430607862,1438270975,1,1.3
370,20440583744,1438270977,2,1.4
371,20450564497,1438270979,2,1.5
372,20460550124,1438270982,3,1.7
373,20470540626,1438270983,1,1.7
374,20480536007,1438270986,3,1.7
375,20490536268,1438270987,1,1.7
376,20500541412,1438270990,3,1.9
377,20510551441,1438270991,1,1.8
378,20520566358,1438270993,2,1.9
379,20530586165,1438270994,1,1.9
380,20540610865,1438270996,2,1.9
381,20550640460,1438270999,3,2
382,20560674952,1438271000,1,1.8
383,20570714344,1438271002,2,1.9
384,20580758638,1438271004,2,1.8
385,20590807836,1438271005,1,1.8
386,20600861941,1438271006,1,1.6
387,20610920955,1438271007,1,1.6
388,20620984881,1438271008,1,1.5
389,20631053721,1438271009,1,1.5
390,20641127477,1438271010,1,1.4
391,20651206152,1438271015,5,1.6
392,20661289748,1438271018,3,1.8
393,20671378268,1438271021,3,1.9
394,20681471714,1438271023,2,1.9
395,20691570088,1438271024,1,1.9
396,20701673393,1438271026,2,2
397,20711781631,1438271029,3,2.2
398,20721894805,1438271030,1,2.2
399,20732012917,1438271031,1,2.2
400,20742135970,1438271032,1,2.2
401,20752263966,1438271035,3,2
402,20762396907,1438271036,1,1.8
403,20772534796,1438271039,3,1.8
404,20782677635,1438271040,1,1.7
405,20792825426,1438271041,1,1.7
406,20802978172,1438271044,3,1.8
407,20813135876,1438271046,2,1.7
408,20823298540,1438271047,1,1.7
409,20833466166,1438271048,1,1.7
410,20843638756,1438271049,1,1.7
411,20853816313,1438271051,2,1.6
412,20863998840,1438271053,2,1.7
413,20874186339,1438271055,2,1.6
414,20884378812,1438271057,2,1.7
415,20894576262,1438271058,1,1.7
416,20904778691,1438271060,2,1.6
417,20914986102,1438271062,2,1.6
418,20925198497,1438271063,1,1.6
419,20935415879,1438271064,1,1.6
420,20945638250,1438271066,2,1.7
421,20955865612,1438271067,1,1.6
422,20966097968,1438271070,3,1.7
423,20976335320,1438271074,4,1.9
424,20986577671,1438271075,1,1.8
425,20996825023,1438271076,1,1.8
426,21007077378,1438271077,1,1.7
427,21017334740,1438271080,3,1.8
428,21027597110,1438271082,2,1.9
429,21037864491,1438271083,1,1.9
430,21048136885,1438271085,2,1.9
431,21058414295,1438271089,4,2.2
432,21068696723,1438271090,1,2
433,21078984172,1438271094,4,2
434,21089276644,1438271095,1,2
435,21099574142,1438271097,2,2.1
436,21109876668,1438271100,3,2.3
437,21120184224,1438271102,2,2.2
438,21130496813,1438271103,1,2.1
439,21140814438,1438271108,5,2.5
440,21151137101,1438271109,1,2.4
441,21161464804,1438271110,1,2.1
442,21171797550,1438271111,1,2.1
443,21182135341,1438271113,2,1.9
444,21192478180,1438271116,3,2.1
445,21202826069,1438271118,2,2.1
446,21213179011,1438271120,2,2
447,21223537008,1438271121,1,1.9
448,21233900063,1438271123,2,2
449,21244268178,1438271124,1,1.6
450,21254641355,1438271125,1,1.6
451,21265019597,1438271126,1,1.6
452,21275402907,1438271127,1,1.6
453,21285791287,1438271128,1,1.5
454,21296184739,1438271130,2,1.4
455,21306583266,1438271135,5,1.7
456,21316986871,1438271136,1,1.6
457,21327395555,1438271137,1,1.6
458,21337809322,1438271138,1,1.5
459,21348228174,1438271140,2,1.6
460,21358652113,1438271142,2,1.7
461,21369081142,1438271144,2,1.8
462,21379515263,1438271145,1,1.8
463,21389954479,1438271146,1,1.8
464,21400398792,1438271147,1,1.7
465,21410848205,1438271148,1,1.3
466,21421302720,1438271149,1,1.3
467,21431762340,1438271150,1,1.3
468,21442227067,1438271151,1,1.3
469,21452696904,1438271156,5,1.6
470,21463171853,1438271158,2,1.6
471,21473651917,1438271160,2,1.6
472,21484137098,1438271162,2,1.7
473,21494627399,1438271166,4,2
474,21505122822,1438271168,2,2.1
475,21515623370,1438271169,1,2.1
476,21526129045,1438271170,1,2.1
477,21536639850,1438271171,1,2.1
478,21547155787,1438271175,4,2.4
479,21557676859,1438271179,4,2.3
480,21568203068,1438271180,1,2.2
481,21578734417,1438271181,1,2.1
482,21589270908,1438271182,1,2
483,21599812544,1438271183,1,1.7
484,21610359327,1438271184,1,1.6
485,21620911260,1438271186,2,1.7
486,21631468345,1438271189,3,1.9
487,21642030585,1438271191,2,2
488,21652597982,1438271193,2,1.8
489,21663170539,1438271195,2,1.6
490,21673748258,1438271196,1,1.6
491,21684331142,1438271197,1,1.6
492,21694919194,1438271198,1,1.6
493,21705512416,1438271200,2,1.7
494,21716110810,1438271201,1,1.7
495,21726714379,1438271203,2,1.7
496,21737323126,1438271205,2,1.6
497,21747937053,1438271207,2,1.6
498,21758556162,1438271208,1,1.5
499,21769180457,1438271211,3,1.6
500,21779809939,1438271212,1,1.6
501,21790444611,1438271214,2,1.7
502,21801084476,1438271216,2,1.8
503,21811729536,1438271217,1,1.7
504,21822379794,1438271220,3,1.9
505,21833035252,1438271222,2,1.9
506,21843695913,1438271224,2,1.9
507,21854361780,1438271226,2,1.9
508,21865032855,1438271227,1,1.9
509,21875709140,1438271228,1,1.7
510,21886390638,1438271234,6,2.2
511,21897077352,1438271235,1,2.1
512,21907769284,1438271236,1,2
513,21918466436,1438271237,1,2
514,21929168812,1438271238,1,1.8
515,21939876413,1438271239,1,1.7
516,21950589243,1438271242,3,1.8
517,21961307304,1438271244,2,1.8
518,21972030598,1438271245,1,1.8
519,21982759128,1438271246,1,1.8
520,21993492897,1438271248,2,1.4
521,22004231907,1438271250,2,1.5
522,22014976160,1438271252,2,1.6
523,22025725660,1438271254,2,1.7
524,22036480408,1438271255,1,1.7
525,22047240408,1438271259,4,2
526,22058005662,1438271262,3,2
527,22068776172,1438271264,2,2
528,22079551941,1438271270,6,2.5
529,22090332972,1438271272,2,2.6
530,22101119267,1438271275,3,2.7
531,22111910829,1438271279,4,2.9
532,22122707660,1438271281,2,2.9
533,22133509763,1438271282,1,2.8
534,22144317140,1438271283,1,2.8
535,22155129794,1438271287,4,2.8
536,22165947728,1438271288,1,2.6
537,22176770944,1438271290,2,2.6
538,22187599445,1438271293,3,2.3
539,22198433233,1438271294,1,2.2
540,22209272311,1438271296,2,2.1
541,22220116682,1438271297,1,1.8
542,22230966348,1438271299,2,1.8
543,22241821312,1438271301,2,1.9
544,22252681576,1438271302,1,1.9
545,22263547143,1438271305,3,1.8
546,22274418015,1438271307,2,1.9
547,22285294195,1438271308,1,1.8
548,22296175686,1438271310,2,1.7
549,22307062490,1438271311,1,1.7
550,22317954610,1438271312,1,1.6
551,22328852048,1438271313,1,1.6
552,22339754807,1438271316,3,1.7
553,22350662890,1438271319,3,1.8
554,22361576299,1438271320,1,1.8
555,22372495037,1438271322,2,1.7
556,22383419106,1438271324,2,1.7
557,22394348509,1438271325,1,1.7
558,22405283249,1438271328,3,1.8
559,22416223328,1438271331,3,2
560,22427168749,1438271332,1,2
561,22438119514,1438271333,1,2
562,22449075627,1438271335,2,1.9
563,22460037089,1438271337,2,1.8
564,22471003903,1438271339,2,1.9
565,22481976072,1438271341,2,1.9
566,22492953599,1438271345,4,2.1
567,22503936486,1438271346,1,2.1
568,22514924736,1438271347,1,1.9
569,22525918351,1438271348,1,1.7
570,22536917334,1438271352,4,2
571,22547921688,1438271353,1,2
572,22558931415,1438271355,2,2
573,22569946518,1438271356,1,1.9
574,22580966999,1438271357,1,1.8
575,22591992861,1438271359,2,1.8
576,22603024107,1438271361,2,1.6
577,22614060739,1438271363,2,1.7
578,22625102760,1438271365,2,1.8
579,22636150173,1438271366,1,1.8
580,22647202980,1438271367,1,1.5
581,22658261184,1438271369,2,1.6
582,22669324788,1438271371,2,1.6
583,22680393794,1438271373,2,1.7
584,22691468205,1438271380,7,2.3
585,22702548023,1438271384,4,2.5
586,22713633251,1438271386,2,2.5
587,22724723892,1438271387,1,2.4
588,22735819948,1438271389,2,2.4
589,22746921422,1438271390,1,2.4
590,22758028317,1438271392,2,2.5
591,22769140635,1438271393,1,2.4
592,22780258379,1438271394,1,2.3
593,22791381552,1438271396,2,2.3
594,22802510156,1438271400,4,2
595,22813644194,1438271401,1,1.7
596,22824783668,1438271402,1,1.6
597,22835928581,1438271404,2,1.7
598,22847078936,1438271406,2,1.7
599,22858234736,1438271408,2,1.8
600,22869395983,1438271413,5,2.1
601,22880562680,1438271414,1,2.1
602,22891734829,1438271415,1,2.1
603,22902912433,1438271416,1,2
604,22914095495,1438271417,1,1.7
605,22925284018,1438271420,3,1.9
606,22936478004,1438271421,1,1.9
607,22947677456,1438271422,1,1.8
608,22958882376,1438271423,1,1.7
609,22970092767,1438271424,1,1.6
610,22981308632,1438271427,3,1.4
611,22992529974,1438271429,2,1.5
612,23003756795,1438271431,2,1.6
613,23014989098,1438271433,2,1.7
614,23026226885,1438271434,1,1.7
615,23037470159,1438271436,2,1.6
616,23048718923,1438271437,1,1.6
617,23059973180,1438271438,1,1.6
618,23071232932,1438271440,2,1.7
619,23082498182,1438271443,3,1.9
620,23093768933,1438271444,1,1.7
621,23105045187,1438271445,1,1.6
622,23116326947,1438271446,1,1.5
623,23127614216,1438271448,2,1.5
624,23138906996,1438271449,1,1.5
625,23150205290,1438271450,1,1.4
626,23161509101,1438271455,5,1.8
627,23172818431,1438271457,2,1.9
628,23184133283,1438271459,2,1.9
629,23195453660,1438271461,2,1.8
630,23206779565,1438271463,2,1.9
631,23218111000,1438271464,1,1.9
632,23229447968,1438271465,1,1.9
633,23240790471,1438271467,2,1.9
634,23252138513,1438271468,1,1.9
635,23263492096,1438271470,2,2
636,23274851223,1438271471,1,1.6
637,23286215896,1438271474,3,1.7
638,23297586118,1438271475,1,1.6
639,23308961892,1438271476,1,1.5
640,23320343221,1438271477,1,1.4
641,23331730107,1438271478,1,1.4
642,23343122553,1438271479,1,1.4
643,23354520562,1438271480,1,1.3
644,23365924136,1438271481,1,1.3
645,23377333278,1438271482,1,1.2
646,23388747991,1438271483,1,1.2
647,23400168278,1438271489,6,1.5
648,23411594141,1438271491,2,1.6
649,23423025583,1438271493,2,1.7
650,23434462607,1438271495,2,1.8
651,23445905215,1438271496,1,1.8
652,23457353410,1438271497,1,1.8
653,23468807195,1438271500,3,2
654,23480266573,1438271503,3,2.2
655,23491731546,1438271504,1,2.2
656,23503202118,1438271506,2,2.3
657,23514678290,1438271508,2,1.9
658,23526160066,1438271510,2,1.9
659,23537647448,1438271513,3,2
660,23549140439,1438271514,1,1.9
661,23560639042,1438271516,2,2
662,23572143260,1438271519,3,2.2
663,23583653095,1438271522,3,2.2
664,23595168550,1438271523,1,2
665,23606689628,1438271524,1,2
666,23618216331,1438271526,2,2
667,23629748663,1438271527,1,1.9
668,23641286626,1438271528,1,1.8
669,23652830222,1438271529,1,1.6
670,23664379455,1438271532,3,1.8
671,23675934327,1438271533,1,1.7
672,23687494841,1438271534,1,1.5
673,23699061000,1438271536,2,1.4
674,23710632807,1438271537,1,1.4
675,23722210264,1438271539,2,1.5
676,23733793374,1438271540,1,1.4
677,23745382140,1438271542,2,1.5
678,23756976564,1438271543,1,1.5
679,23768576650,1438271544,1,1.5
680,23780182400,1438271548,4,1.6
681,23791793817,1438271549,1,1.6
682,23803410903,1438271552,3,1.8
683,23815033662,1438271553,1,1.7
684,23826662096,1438271554,1,1.7
685,23838296208,1438271557,3,1.8
686,23849936001,1438271558,1,1.8
687,23861581477,1438271559,1,1.7
688,23873232639,1438271562,3,1.9
689,23884889490,1438271565,3,2.1
690,23896552033,1438271567,2,1.9
691,23908220271,1438271569,2,2
692,23919894206,1438271570,1,1.8
693,23931573841,1438271572,2,1.9
694,23943259179,1438271573,1,1.9
695,23954950223,1438271575,2,1.8
696,23966646976,1438271577,2,1.9
697,23978349440,1438271579,2,2
698,23990057618,1438271581,2,1.9
699,24001771513,1438271583,2,1.8
700,24013491127,1438271584,1,1.7
701,24025216464,1438271585,1,1.6
702,24036947526,1438271587,2,1.7
703,24048684316,1438271591,4,1.9
704,24060426837,1438271593,2,2
705,24072175092,1438271595,2,2
706,24083929083,1438271596,1,1.9
707,24095688813,1438271599,3,2
708,24107454286,1438271603,4,2.2
709,24119225503,1438271604,1,2.1
710,24131002468,1438271605,1,2.1
711,24142785184,1438271608,3,2.3
712,24154573653,1438271612,4,2.5
713,24166367878,1438271613,1,2.2
714,24178167862,1438271614,1,2.1
715,24189973608,1438271615,1,2
716,24201785118,1438271617,2,2.1
717,24213602395,1438271622,5,2.3
718,24225425443,1438271623,1,2
719,24237254264,1438271624,1,2
720,24249088860,1438271626,2,2.1
721,24260929235,1438271628,2,2
722,24272775391,1438271633,5,2.1
723,24284627332,1438271635,2,2.2
724,24296485060,1438271636,1,2.2
725,24308348578,1438271637,1,2.2
726,24320217888,1438271638,1,2.1
727,24332092994,1438271639,1,1.7
728,24343973898,1438271641,2,1.8
729,24355860604,1438271642,1,1.8
730,24367753114,1438271644,2,1.8
731,24379651430,1438271646,2,1.8
732,24391555556,1438271647,1,1.4
733,24403465495,1438271648,1,1.3
734,24415381249,1438271653,5,1.7
735,24427302821,1438271654,1,1.7
736,24439230214,1438271656,2,1.8
737,24451163431,1438271658,2,1.9
738,24463102475,1438271659,1,1.8
739,24475047349,1438271662,3,2
740,24486998055,1438271663,1,1.9
741,24498954597,1438271665,2,1.9
742,24510916977,1438271667,2,2
743,24522885198,1438271668,1,2
744,24534859263,1438271669,1,1.6
745,24546839174,1438271671,2,1.7
746,24558824935,1438271672,1,1.6
747,24570816548,1438271675,3,1.7
748,24582814017,1438271677,2,1.8
749,24594817344,1438271678,1,1.6
750,24606826532,1438271681,3,1.8
751,24618841584,1438271685,4,2
752,24630862502,1438271686,1,1.9
753,24642889290,1438271691,5,2.3
754,24654921950,1438271693,2,2.4
755,24666960486,1438271694,1,2.3
756,24679004900,1438271695,1,2.3
757,24691055195,1438271696,1,2.1
758,24703111374,1438271697,1,2
759,24715173440,1438271701,4,2.3
760,24727241395,1438271703,2,2.2
761,24739315243,1438271706,3,2.1
762,24751394986,1438271708,2,2.2
763,24763480628,1438271709,1,1.8
764,24775572171,1438271711,2,1.8
765,24787669618,1438271715,4,2.1
766,24799772972,1438271716,1,2.1
767,24811882236,1438271717,1,2.1
768,24823997412,1438271719,2,2.2
769,24836118504,1438271721,2,2
770,24848245514,1438271722,1,1.9
771,24860378446,1438271723,1,1.7
772,24872517302,1438271724,1,1.6
773,24884662085,1438271726,2,1.7
774,24896812798,1438271727,1,1.6
775,24908969444,1438271728,1,1.3
776,24921132026,1438271729,1,1.3
777,24933300547,1438271730,1,1.3
778,24945475010,1438271731,1,1.2
779,24957655417,1438271733,2,1.2
780,24969841772,1438271737,4,1.5
781,24982034077,1438271738,1,1.5
782,24994232335,1438271745,7,2.1
783,25006436550,1438271747,2,2.1
784,25018646724,1438271750,3,2.3
785,25030862860,1438271752,2,2.4
786,25043084961,1438271753,1,2.4
787,25055313029,1438271754,1,2.4
788,25067547068,1438271757,3,2.6
