1438214400;0.121
1438300800;0.603
1438387200;0.887
1438473600;1.020
1438560000;1.126
1438646400;1.217
1438732800;1.328
1438819200;1.381
1438905600;1.471
1438992000;1.586
1439078400;1.709
1439164800;1.838
1439251200;2.036
1439337600;2.207
1439424000;2.337
1439510400;2.671
1439596800;3.378
1439683200;3.632
1439769600;3.908
1439856000;4.378
1439942400;4.420
1440028800;4.469
1440115200;4.415
1440201600;4.828
1440288000;5.138
1440374400;5.179
1440460800;5.173
1440547200;5.587
1440633600;5.925
1440720000;6.251
1440806400;6.658
1440892800;6.781
1440979200;7.214
1441065600;7.641
1441152000;8.284
1441238400;8.355
1441324800;6.470
1441411200;6.235
1441497600;6.305
1441584000;6.339
1441670400;6.077
1441756800;6.202
1441843200;6.290
1441929600;6.562
1442016000;6.833
1442102400;7.022
1442188800;6.626
1442275200;6.419
1442361600;6.179
1442448000;6.040
1442534400;5.653
1442620800;5.548
1442707200;6.202
1442793600;6.541
1442880000;6.624
1442966400;6.895
1443052800;7.029
1443139200;6.977
1443225600;7.227
1443312000;7.253
1443398400;6.747
1443484800;6.057
1443571200;5.625
1443657600;5.653
1443744000;5.982
1443830400;6.291
1443916800;6.206
1444003200;6.285
1444089600;6.276
1444176000;5.984
1444262400;5.978
1444348800;6.123
1444435200;6.032
1444521600;6.139
1444608000;6.145
1444694400;6.357
1444780800;6.482
1444867200;6.209
1444953600;5.815
1445040000;6.004
1445126400;5.974
1445212800;5.922
1445299200;5.835
1445385600;5.876
1445472000;5.734
1445558400;5.879
1445644800;6.288
1445731200;6.589
1445817600;6.541
1445904000;6.542
1445990400;6.846
1446076800;7.040
1446163200;7.429
1446249600;7.793
1446336000;7.781
1446422400;7.690
1446508800;7.333
1446595200;7.743
1446681600;7.582
1446768000;7.592
1446854400;7.550
1446940800;7.709
1447027200;7.754
1447113600;7.760
1447200000;7.673
1447286400;7.746
1447372800;7.870
1447459200;7.913
1447545600;8.260
1447632000;8.327
1447718400;8.153
1447804800;8.550
1447891200;8.807
1447977600;7.975
1448064000;7.601
1448150400;7.533
1448236800;7.566
1448323200;7.665
1448409600;7.517
1448496000;7.498
1448582400;7.470
1448668800;7.721
1448755200;7.721
1448841600;7.781
1448928000;7.873
1449014400;7.818
1449100800;7.588
1449187200;7.833
1449273600;8.164
1449360000;7.852
1449446400;7.648
1449532800;7.548
1449619200;7.350
1449705600;7.773
1449792000;8.060
1449878400;8.045
1449964800;8.472
1450051200;8.576
1450137600;8.769
1450224000;8.562
1450310400;8.734
1450396800;8.780
1450483200;8.719
1450569600;8.540
1450656000;8.513
1450742400;8.740
1450828800;8.532
1450915200;8.569
1451001600;8.546
1451088000;8.456
1451174400;8.589
1451260800;8.532
1451347200;8.605
1451433600;8.478
1451520000;8.543
1451606400;8.547
1451692800;8.147
1451779200;8.312
1451865600;8.334
1451952000;8.306
1452038400;8.423
1452124800;8.210
1452211200;8.302
1452297600;8.433
1452384000;8.337
1452470400;8.828
1452556800;8.890
1452643200;8.484
1452729600;8.735
1452816000;8.996
1452902400;9.202
1452988800;9.068
1453075200;9.454
1453161600;9.539
1453248000;9.414
1453334400;9.598
1453420800;9.897
1453507200;10.059
1453593600;10.133
1453680000;10.330
1453766400;10.611
1453852800;10.820
1453939200;10.449
1454025600;10.883
1454112000;10.876
1454198400;10.696
1454284800;10.917
1454371200;10.674
1454457600;10.857
1454544000;11.114
1454630400;11.176
1454716800;10.867
1454803200;11.050
1454889600;11.540
1454976000;11.245
1455062400;11.659
1455148800;11.994
1455235200;11.553
1455321600;12.097
1455408000;12.497
1455494400;12.875
1455580800;12.696
1455667200;12.722
1455753600;12.182
1455840000;12.651
1455926400;12.814
1456012800;12.959
1456099200;13.432
1456185600;13.784
1456272000;13.623
1456358400;13.574
1456444800;14.049
1456531200;14.565
1456617600;14.737
1456704000;14.937
1456790400;14.453
1456876800;14.990
1456963200;15.599
1457049600;16.141
1457136000;16.473
1457222400;17.342
1457308800;17.164
1457395200;17.492
1457481600;17.867
1457568000;18.006
1457654400;18.682
1457740800;19.655
1457827200;20.150
1457913600;20.066
1458000000;17.572
1458086400;17.778
1458172800;18.039
1458259200;18.300
1458345600;18.652
1458432000;19.423
1458518400;19.269
1458604800;19.568
1458691200;18.766
1458777600;19.801
1458864000;20.872
1458950400;21.414
1459036800;21.977
1459123200;21.768
1459209600;22.514
1459296000;22.822
1459382400;23.889
1459468800;23.749
1459555200;23.520
1459641600;24.296
1459728000;25.246
1459814400;25.706
1459900800;25.667
1459987200;24.640
1460073600;26.140
1460160000;26.843
1460246400;27.084
1460332800;27.012
1460419200;26.095
1460505600;27.243
1460592000;27.545
1460678400;28.307
1460764800;28.881
1460851200;28.221
1460937600;29.524
1461024000;30.029
1461110400;30.156
1461196800;30.872
1461283200;29.740
1461369600;30.869
1461456000;30.604
1461542400;31.524
1461628800;31.493
1461715200;31.083
1461801600;32.024
1461888000;32.661
1461974400;33.709
1462060800;34.484
1462147200;32.281
1462233600;34.162
1462320000;34.166
1462406400;33.872
1462492800;34.081
1462579200;34.085
1462665600;34.463
1462752000;34.883
1462838400;35.703
1462924800;34.840
1463011200;34.609
1463097600;36.815
1463184000;36.846
1463270400;37.115
1463356800;37.377
1463443200;36.463
1463529600;37.901
1463616000;39.517
1463702400;40.048
1463788800;40.655
1463875200;40.059
1463961600;40.332
1464048000;41.105
1464134400;41.016
1464220800;41.950
1464307200;41.742
1464393600;42.704
1464480000;43.619
1464566400;43.392
1464652800;43.586
1464739200;42.000
1464825600;42.903
1464912000;44.992
1464998400;44.999
1465084800;44.881
1465171200;45.278
1465257600;46.207
1465344000;45.851
1465430400;48.158
1465516800;46.862
1465603200;46.817
1465689600;47.368
1465776000;49.146
1465862400;49.640
1465948800;49.734
1466035200;49.685
1466121600;48.375
1466208000;45.685
1466294400;49.439
1466380800;51.171
1466467200;49.999
1466553600;51.004
1466640000;53.457
1466726400;52.792
1466812800;53.446
1466899200;53.892
1466985600;55.306
1467072000;55.833
1467158400;54.938
1467244800;54.999
1467331200;55.250
1467417600;56.612
1467504000;57.749
1467590400;57.434
1467676800;58.422
1467763200;57.054
1467849600;57.701
1467936000;57.863
1468022400;56.397
1468108800;58.464
1468195200;59.261
1468281600;59.737
1468368000;59.851
1468454400;59.835
1468540800;58.712
1468627200;58.591
1468713600;59.611
1468800000;59.774
1468886400;60.393
1468972800;58.929
